Close,High,Low,Open,Volume,Return,MA_5,MA_20,Volatility,Future_Return,Target
0.3797780275344848,0.3804656208284141,0.3511285073177182,0.35410806004320383,949832000,0.07667302621134464,0.3708852708339691,0.39851489812135693,0.05156770970745611,0.01025979586346848,1
0.3836744725704193,0.38848759946154776,0.37725697915635414,0.37840295914735445,849812000,0.01025979586346848,0.37331475019454957,0.3965094298124313,0.048661765381409386,0.00836322631876274,1
0.3868832290172577,0.38848762295955575,0.37840298203538425,0.3802365555963536,562296000,0.00836322631876274,0.37436904907226565,0.39435498565435406,0.04746569262754954,-0.05805711709769967,0
0.3644219040870666,0.3834451727958386,0.36029637165395884,0.3834451727958386,783480000,-0.05805711709769967,0.3734981119632721,0.39093996137380593,0.05317290111673138,0.020126235180491836,1
0.3717563450336456,0.37267314563248516,0.3575461679913906,0.3639636902162941,604856000,0.020126235180491836,0.3773027956485748,0.3883156687021255,0.04788397862878728,-0.0018499971901718704,0
0.3710685968399048,0.3800072555128304,0.36373433171602876,0.37061021039259623,445160000,-0.0018499971901718704,0.37556090950965876,0.385611155629158,0.031083728305682713,-0.008029478123677936,0
0.3680891096591949,0.3788613433666977,0.3644219901037693,0.3770277699278259,930144000,-0.008029478123677936,0.3724438369274139,0.38305561244487757,0.03000965479556223,0.01930253377433333,1
0.3751941621303558,0.3786321017675402,0.36785989636882566,0.37038106303168705,535828000,0.01930253377433333,0.3701060235500335,0.3815658375620842,0.03183409260227183,0.04581558795328822,1
0.3923839032649994,0.3965094364583801,0.37840293725474167,0.3811532836095566,695980000,0.04581558795328822,0.3756984233856201,0.380660505592823,0.021264072899811713,0.01343453272347972,1
0.3976553976535797,0.40567725674864646,0.3852787986563733,0.389633538558513,780212000,0.01343453272347972,0.38087823390960696,0.38033963739871973,0.02107626912603293,0.018443763559909954,1
0.4049896597862243,0.40659405344892524,0.3981137806225864,0.402926906966059,457024000,0.018443763559909954,0.3876624464988708,0.38098138570785517,0.019194818530805555,0.009621023992733235,1
0.4088860750198364,0.41026123466718695,0.3971970677446011,0.41003205505378815,876560000,0.009621023992733235,0.39582183957099915,0.3814512342214584,0.014242746471022222,-0.06558286698046789,0
0.3820701539516449,0.388487648170339,0.3715271257836245,0.386424867534515,1515508000,-0.06558286698046789,0.39719703793525696,0.3806605145335197,0.04159010520524966,-0.005399158059576026,0
0.3800072968006134,0.3845912164163678,0.3781737234898484,0.3804656832977256,510548000,-0.005399158059576026,0.39472171664237976,0.38012190163135523,0.03453129218372657,0.0018093583612612818,1
0.3806948661804199,0.38734156559715643,0.3781736996219484,0.38161163911678353,458084000,0.0018093583612612818,0.3913296103477478,0.38029379993677137,0.033272744470821194,-0.02408172851103807,0
0.3715270757675171,0.3834452620993026,0.3676307219762736,0.38184089559119416,489764000,-0.02408172851103807,0.3846370935440063,0.3796864300966262,0.0300296633430997,0.02097441278061485,1
0.3793196380138397,0.3829867840032964,0.3735897394817583,0.37473571918817455,445868000,0.02097441278061485,0.378723806142807,0.38007605820894236,0.03281963434807523,-0.009063349637468465,0
0.3758817315101623,0.37679853174823374,0.361213173601844,0.3706102189387716,576972000,-0.009063349637468465,0.37748612165451045,0.3797895580530166,0.016467742558051866,-0.012194650100241677,0
0.3712979853153229,0.3767987073402014,0.36900602463553844,0.37404833266659887,393396000,-0.012194650100241677,0.37574425935745237,0.379915627837181,0.016972249223124066,0.04012298882394805,1
0.386195570230484,0.3880291434814889,0.3685474857494813,0.37152703886707494,555868000,0.04012298882394805,0.37684440016746523,0.3815887600183487,0.026508974025498594,-0.0005931980319129337,0
