Close,High,Low,Open,Volume
NVDA,NVDA,NVDA,NVDA,NVDA
0.4237838387489319,0.42676339246540235,0.41507438454783396,0.42424222532323796,800204000
0.4299721121788025,0.434556032129923,0.42217943186850676,0.42217943186850676,728648000
0.43272238969802856,0.4336391626131684,0.4256173039775964,0.42974283674035335,649168000
0.42424219846725464,0.4322640859602409,0.4210334653279153,0.43043051245676744,547792000
0.42515885829925537,0.42813841084190596,0.4182829804265124,0.4208041192531322,478168000
0.41919997334480286,0.4292846159138728,0.4132408651302468,0.4274510420538306,556612000
0.40498965978622437,0.41461591247316953,0.3962802073811532,0.4130115461327837,627432000
0.4104905426502228,0.41186572995841186,0.39192565060129964,0.4077401953561705,508868000
0.40407276153564453,0.40842747272675534,0.3971968845040128,0.4054479478708935,608524000
0.3921546936035156,0.4045312930969415,0.3868831805223703,0.4010933533469315,818192000
0.3994891047477722,0.40201024491460613,0.3880292748789542,0.38917525513360357,545328000
0.3978845477104187,0.39948894126823475,0.38917509587471527,0.39444660835335,719728000
0.3907795548439026,0.4047605214984712,0.38711240798693836,0.39765543470897213,608632000
0.3772569000720978,0.3933006165828619,0.37496494057056007,0.38619553119917,1067916000
0.3836744725704193,0.3910087390483574,0.380694919129355,0.383445265643292,643676000
0.3715270757675171,0.3843620624770202,0.3712978688425082,0.38184089559119416,714636000
0.38161173462867737,0.3829869216997266,0.3671723796719455,0.3712979135627719,812504000
0.3687765896320343,0.3859663114247106,0.3635050778633266,0.38459112493815745,687764000
0.35273292660713196,0.37702770928958174,0.34723220717521003,0.37290217654621866,774700000
0.37977802753448486,0.3804656208284141,0.3511285073177182,0.35410806004320383,949832000
0.3836744725704193,0.38848759946154776,0.37725697915635414,0.37840295914735445,849812000
0.3868832290172577,0.38848762295955575,0.37840298203538425,0.3802365555963536,562296000
0.36442190408706665,0.3834451727958386,0.36029637165395884,0.3834451727958386,783480000
0.37175634503364563,0.37267314563248516,0.3575461679913906,0.3639636902162941,604856000
0.3710685968399048,0.3800072555128304,0.36373433171602876,0.37061021039259623,445160000
0.36808910965919495,0.3788613433666977,0.3644219901037693,0.3770277699278259,930144000
0.37519416213035583,0.3786321017675402,0.36785989636882566,0.37038106303168705,535828000
0.3923839032649994,0.3965094364583801,0.37840293725474167,0.3811532836095566,695980000
0.3976553976535797,0.40567725674864646,0.3852787986563733,0.389633538558513,780212000
0.40498965978622437,0.40659405344892524,0.3981137806225864,0.402926906966059,457024000
0.4088860750198364,0.41026123466718695,0.3971970677446011,0.41003205505378815,876560000
0.3820701539516449,0.388487648170339,0.3715271257836245,0.386424867534515,1515508000
0.3800072968006134,0.3845912164163678,0.3781737234898484,0.3804656832977256,510548000
0.3806948661804199,0.38734156559715643,0.3781736996219484,0.38161163911678353,458084000
0.3715270757675171,0.3834452620993026,0.3676307219762736,0.38184089559119416,489764000
0.3793196380138397,0.3829867840032964,0.3735897394817583,0.37473571918817455,445868000
0.37588173151016235,0.37679853174823374,0.361213173601844,0.3706102189387716,576972000
0.3712979853153229,0.3767987073402014,0.36900602463553844,0.37404833266659887,393396000
0.386195570230484,0.3880291434814889,0.3685474857494813,0.37152703886707494,555868000
0.3859664797782898,0.3944467272848496,0.3832161329278274,0.38963362712712074,538648000
0.38115331530570984,0.39032115546568824,0.37794458217864496,0.38825840235862064,399300000
0.38184085488319397,0.3857371809367327,0.37702772854967753,0.3827576278408566,557396000
0.39352989196777344,0.39628023838393756,0.3790905391300152,0.3790905391300152,632832000
0.3877999782562256,0.39490506462100083,0.38619558452576164,0.393759084711993,439312000
0.4022393226623535,0.40613564881187836,0.39146708987171075,0.3916962967779304,830832000
0.4031561017036438,0.40751084173107704,0.4008641418962524,0.40109334880591796,418520000
0.39398831129074097,0.40132260544099346,0.39238394469124305,0.39994741845724124,540660000
0.3953634202480316,0.3994889530627793,0.3933006401795007,0.39834297324325574,520352000
0.39330071210861206,0.3988014326417173,0.389633592408861,0.3949051060072172,358904000
0.40705248713493347,0.40934444712194673,0.39284231335759684,0.3930715202852254,664988000
0.4148450791835785,0.42034579873724787,0.40934438695222336,0.40934438695222336,651168000
0.4001765251159668,0.41553264841565235,0.3965093789597825,0.41553264841565235,740964000
0.3953634202480316,0.407281604906614,0.3903210871842766,0.40613562508709045,584612000
0.401780903339386,0.4033852695848707,0.39032107808887706,0.39032107808887706,435336000
0.4100320339202881,0.412094786946157,0.4020101467737637,0.40476052057134587,493612000
0.3962802290916443,0.4077400556478573,0.39559263567314723,0.40659407572446765,436252000
0.3974263072013855,0.40453139541067895,0.3965095339651065,0.40201022802742686,495184000
0.3974263072013855,0.4049897820288184,0.3942175735520858,0.4008642478209165,344676000
0.4024684727191925,0.4033852455699441,0.39444658732471294,0.39994730639615794,394456000
0.40407276153564453,0.4091150658943798,0.3971968845040128,0.40705231371381295,324104000
0.39880144596099854,0.4043021666778184,0.39673866544632114,0.4024685931055451,389840000
0.3946759104728699,0.4052189379741226,0.3905503767844527,0.40063501772528576,339664000
0.40063491463661194,0.40132250796147456,0.39673856156982795,0.3971969753346116,413636000
0.3907795548439026,0.39650945473146054,0.3839036476565152,0.39559265435606056,809260000
0.39330071210861206,0.39994741267082434,0.38504964497011374,0.3882584054450049,817468000
0.3868832290172577,0.3937591367014727,0.3848204758376171,0.3907795830801875,1037600000
0.3894043266773224,0.3907795134335368,0.3839036069747797,0.3859663871091013,817572000
0.3965093493461609,0.3981137154238009,0.38917505758155985,0.38986265084978,546460000
0.4047604501247406,0.4061356094618741,0.39650938481268766,0.39811375103383323,648696000
0.4098029136657715,0.4155328147520239,0.403385418984704,0.4134700612899025,900720000
0.41278231143951416,0.4153034778920265,0.4070524125222709,0.4111779452071487,957596000
